Status,Lift Name,Type,Capacity,Vertical Rise,Length,Line Speed,Drive,Ride Time,Resort,State,Ikon,Epic,Price
Operating,Manzanita,Triple,1800,373,1711,450,Bottom,3.8,mt hood,or,0,0,26
Operating,Daisy,Double,1616,675,3505,500,Bottom,7,mt hood,or,0,0,76
Operating,Daisy,Double,1616,675,3505,500,Bottom,7,mt hood,or,0,0,45
Operating,Daisy,Double,1616,675,3505,500,Bottom,7,mt hood,or,0,0,26
Operating,Ed,Quad,1400,662,2258,450,Top,5,mt hood,or,0,0,76
Operating,Ed,Quad,1400,662,2258,450,Top,5,mt hood,or,0,0,45
Operating,Ed,Quad,1400,662,2258,450,Top,5,mt hood,or,0,0,26
Operating,Easy Rider,Double,1200,66,791,300,Bottom,2.6,mt hood,or,0,0,76
Operating,Easy Rider,Double,1200,66,791,300,Bottom,2.6,mt hood,or,0,0,45
Operating,Easy Rider,Double,1200,66,791,300,Bottom,2.6,mt hood,or,0,0,26
Operating,Blue,Double,1200,1156,4120,,Bottom,,mt hood,or,0,0,76
Operating,Blue,Double,1200,1156,4120,,Bottom,,mt hood,or,0,0,45
Operating,Blue,Double,1200,1156,4120,,Bottom,,mt hood,or,0,0,26
Operating,Easy Rider,Double,1200,433,2341,450,,5.2,mt hood,or,0,0,76
Operating,Easy Rider,Double,1200,433,2341,450,,5.2,mt hood,or,0,0,45
Operating,Easy Rider,Double,1200,433,2341,450,,5.2,mt hood,or,0,0,26
Operating,Cascade,Double,1150,,1904,450,Bottom,4.2,mt hood,or,0,0,76
Operating,Cascade,Double,1150,,1904,450,Bottom,4.2,mt hood,or,0,0,45
Operating,Cascade,Double,1150,,1904,450,Bottom,4.2,mt hood,or,0,0,26
Operating,Lower Bowl,Double,1150,716,3480,500,Bottom,7,mt hood,or,0,0,76
Operating,Lower Bowl,Double,1150,716,3480,500,Bottom,7,mt hood,or,0,0,45
Operating,Lower Bowl,Double,1150,716,3480,500,Bottom,7,mt hood,or,0,0,26
Operating,Upper Bowl,Double,1120,,,450,Bottom,,mt hood,or,0,0,76
Operating,Upper Bowl,Double,1120,,,450,Bottom,,mt hood,or,0,0,45
Operating,Upper Bowl,Double,1120,,,450,Bottom,,mt hood,or,0,0,26
Operating,Heather Canyon,Double,1096,705,,,Top,6.5,mt hood,or,0,0,76
Operating,Multorpor,Double,1096,,,,Bottom,,mt hood,or,0,0,26
Operating,Chair 7,Quad,2150,192,969,370,Bottom,2.6,mt kato,mn,0,0,
Operating,Chair 2,Quad,1950,192,704,360,Bottom,2,mt kato,mn,0,0,
Operating,Chair 3,Quad,1950,177,611,360,Bottom,1.7,mt kato,mn,0,0,
Operating,Chair 5,Double,1200,162,1159,400,Bottom,2.9,mt kato,mn,0,0,
Operating,Chair 4,Double,1000,86,647,340,Bottom,1.9,mt kato,mn,0,0,
Operating,Chair 1,Double,1096,,,,Bottom,,mt kato,mn,0,0,
Operating,Chair 6,Quad,1961,,,,Bottom,,mt kato,mn,0,0,
Operating,Chair 8,Quad,1961,,,,Bottom,,mt kato,mn,0,0,
Operating,The Patriot,Quad,1600,233,1242,375,Bottom,3.3,mt peter,ny,0,0,
Operating,Ol' Pete,Double,1200,253,1270,465,Bottom,2.7,mt peter,ny,0,0,
Operating,The Comet,Double,1096,,,400,Bottom,,mt peter,ny,0,0,
Operating,Northwest Express,High Speed Six,3000,1315,3932,1100,Top,3.6,mt rose,nv,0,0,93
Operating,Lakeview Express,High Speed Quad,2400,1056,3388,1000,Bottom,3.4,mt rose,nv,0,0,93
Operating,Zephyr Express,High Speed Six,2400,1303,3938,1100,Top,3.6,mt rose,nv,0,0,93
Operating,Chuter,Quad,2400,526,2360,450,Top,5.2,mt rose,nv,0,0,93
Operating,Galena,Triple,1800,389,2833,450,Bottom,6.3,mt rose,nv,0,0,93
Operating,Wizard,Quad,1961,,,,Bottom,,mt rose,nv,0,0,93
Operating,Coyote,Triple,1800,1117,3501,500,Bottom,7,mt shasta,ca,0,0,
Operating,Douglas,Triple,1800,1112,3206,500,Bottom,6.4,mt shasta,ca,0,0,
Operating,Marmot,Triple,1800,688,3590,500,Bottom,7.2,mt shasta,ca,0,0,
Operating,Gray Butte,Quad,1700,1155,4222,450,Bottom,9.4,mt shasta,ca,0,0,
Operating,Grand Summit Express,High Speed Quad,3000,1600,7320,1000,Top,7.3,mt snow,vt,0,1,81
Operating,Sundance Express,High Speed Six,3000,1434,6915,1000,,6.9,mt snow,vt,0,1,81
Operating,Canyon Express,High Speed Quad,2700,1007,5506,1100,Top,5,mt snow,vt,0,1,81
Operating,Sunbrook Express,High Speed Quad,2400,896,4392,1000,,4.4,mt snow,vt,0,1,81
Operating,Bluebird Express,High Speed Six,2400,1604,7236,1000,Top,7.2,mt snow,vt,0,1,81
Operating,Nitro Express,High Speed Quad,2100,992,5029,900,Top,5.6,mt snow,vt,0,1,81
Operating,Ego Alley,Triple,2000,1006,4806,550,Top,8.7,mt snow,vt,0,1,81
Operating,Challenger,Triple,1980,1024,3700,560,Top,6.6,mt snow,vt,0,1,81
Operating,Seasons,Double,1200,80,485,340,Bottom,1.4,mt snow,vt,0,1,81
Operating,Heavy Metal,Triple,1200,574,3239,450,Top,7.2,mt snow,vt,0,1,81
Operating,Bear Trap,Double,1000,373,977,500,Top,2,mt snow,vt,0,1,81
Operating,Discovery Shuttle,Triple,1000,45,350,300,Top,1.2,mt snow,vt,0,1,81
Operating,Outpost,Triple,1000,1050,3939,,Top,,mt snow,vt,0,1,81
Operating,Stardust,Triple,1800,345,2156,450,Bottom,4.8,mt southington,ct,0,0,
Operating,Thunderbolt,Triple,1500,,,,Bottom,,mt southington,ct,0,0,
Operating,Northstar,Double,1200,,,,Bottom,,mt southington,ct,0,0,
Operating,Avalanche,Double,1000,,,,Bottom,,mt southington,ct,0,0,
Operating,3 Parkway Express,Double,1200,924,3745,450,Bottom,8.3,mt spokane,wa,0,0,
Operating,5 Beginner's Luck,Double,1200,165,1115,300,Top,3.7,mt spokane,wa,0,0,
Operating,6 Northwood,Triple,1200,1439,4612,500,Top,9.2,mt spokane,wa,0,0,
Operating,4 Hidden Treasure,Double,1160,1473,4188,450,Top,9.3,mt spokane,wa,0,0,
Operating,1 Vista Cruiser,Double,1096,1530,4380,,Top,,mt spokane,wa,0,0,
Operating,2 Illuminator,Double,1096,1298,3780,,Bottom,,mt spokane,wa,0,0,
Operating,Chair 1,Double,1200,911,2059,400,Bottom,5.1,mt waterman,ca,0,0,
Operating,Chair 3,Double,1200,410,1057,410,Top,2.6,mt waterman,ca,0,0,
Operating,Chair 2,Double,1096,,,,Top,,mt waterman,ca,0,0,
Operating,Chief,Triple,1800,235,1018,375,Bottom,2.7,nashoba valley,ma,0,0,
Operating,Sundance,Triple,1500,,,,Bottom,,nashoba valley,ma,0,0,
Operating,Wardance,Triple,1500,,,,Bottom,,nashoba valley,ma,0,0,
Operating,Snowdance,Double,1000,,,,Bottom,,nashoba valley,ma,0,0,
Operating,Nordic Express,High Speed Six,2000,1384,4213,1000,Top,4.2,nordic valley,ut,0,0,
Operating,Apollo,Double,1000,1110,3113,410,Bottom,7.6,nordic valley,ut,0,0,
Operating,Bridger,Double,800,244,1309,350,Bottom,3.7,nordic valley,ut,0,0,
Operating,Crocket,Triple,1618,,,,Top,,nordic valley,ut,0,0,
Operating,Comstock Express,High Speed Six,3200,1245,5632,1000,Top,5.6,northstar,ca,0,1,120
Operating,Arrow Express,High Speed Quad,2800,535,3114,889,Bottom,3.5,northstar,ca,0,1,120
Operating,Vista Express,High Speed Quad,2800,1176,5611,1000,Bottom,5.6,northstar,ca,0,1,120
Operating,Backside Express,High Speed Quad,2570,1846,6034,1000,Top,6,northstar,ca,0,1,120
Operating,Tahoe Zephyr Express,Chondola 6/8,2400,1064,5106,1000,Top,5.1,northstar,ca,0,1,120
Operating,Martis Camp Express,High Speed Quad,2400,1254,3175,1000,Top,3.2,northstar,ca,0,1,120
Operating,Promised Land Express,High Speed Quad,2400,1453,4673,1000,Top,4.7,northstar,ca,0,1,120
Operating,Village Express,High Speed Quad,2400,690,4622,1000,Top,4.6,northstar,ca,0,1,120
Operating,The Big Easy,Quad,2372,160,1036,400,Bottom,2.6,northstar,ca,0,1,120
Operating,Big Springs Gondola,Gondola 6,1800,,,,Top,,northstar,ca,0,1,120
Operating,Rendezvous,Triple,1800,646,2920,450,Bottom,6.5,northstar,ca,0,1,120
Operating,Highlands Gondola,Pulse Gondola,440,584,3450,800,Bottom,4.3,northstar,ca,0,1,120
Operating,Timberline,Triple,1618,,,,Top,,northstar,ca,0,1,120
Operating,Black,Quad,2400,293,1459,400,Bottom,3.6,nubs nob,mi,0,0,
Operating,Green,Quad,2400,398,1735,400,Top,4.3,nubs nob,mi,0,0,
Operating,Red,Quad,2400,287,1621,425,Bottom,3.8,nubs nob,mi,0,0,
Operating,Brown,Triple,1800,312,1744,425,Bottom,4.1,nubs nob,mi,0,0,
Operating,Orange,Triple,1800,380,2273,425,Top,5.3,nubs nob,mi,0,0,
Operating,Yellow,Triple,1800,376,1370,400,Bottom,3.4,nubs nob,mi,0,0,
Operating,Purple,Double,900,256,1290,500,Bottom,2.6,nubs nob,mi,0,0,
Operating,Gray,Triple,1618,,,,Bottom,,nubs nob,mi,0,0,
Operating,Quantum Six,High Speed Six,3000,1261,4938,1000,Bottom,4.9,okemo,vt,0,1,86
Operating,Sunburst Six,High Speed Six,3000,1670,6617,1000,Top,6.6,okemo,vt,0,1,86
Operating,Coleman Brook Express,High Speed Quad,2400,390,2530,1000,Top,2.5,okemo,vt,0,1,86
Operating,Solitude Express,High Speed Quad,2400,1115,4744,1000,Bottom,4.7,okemo,vt,0,1,86
Operating,South Face Express,High Speed Quad,2400,1070,4662,1100,Top,4.2,okemo,vt,0,1,86
Operating,South Ridge A,Quad,2400,416,2673,500,Bottom,5.3,okemo,vt,0,1,86
Operating,South Ridge B,Quad,2400,414,2743,450,Bottom,6.1,okemo,vt,0,1,86
Operating,Sunshine,Quad,2400,454,2774,450,Bottom,6.2,okemo,vt,0,1,86
Operating,Glades Peak,Quad,2300,1023,3926,500,Bottom,7.9,okemo,vt,0,1,86
Operating,Evergreen Summit Express,High Speed Quad,2180,1020,4131,1000,Bottom,4.1,okemo,vt,0,1,86
Operating,Sachem,Quad,2100,967,4535,500,Bottom,9.1,okemo,vt,0,1,86
Operating,Black Ridge,Triple,1800,718,2779,500,Bottom,5.6,okemo,vt,0,1,86
Operating,Morning Star,Triple,1800,718,2779,500,Bottom,5.6,okemo,vt,0,1,86
Operating,Chair 3,Quad,1500,275,1278,400,Bottom,3.2,otsego,mi,0,0,
Operating,Chair 5,Triple,1500,316,1784,500,Top,3.6,otsego,mi,0,0,
Operating,Chair 1,Double,1096,,,,Top,3.1,otsego,mi,0,0,
Operating,Chair 2,Double,1096,,,,Bottom,2,otsego,mi,0,0,
Operating,Chair 4,Double,1096,,,,Bottom,,otsego,mi,0,0,
Operating,Townsight,Quad,1650,1021,3285,465,Bottom,7.1,pajarito mountain,nm,0,0,
Operating,Aspen,Triple,1550,1143,3450,455,Bottom,7.6,pajarito mountain,nm,0,0,
Operating,Beginner,Double,1200,269,1105,350,Bottom,3.2,pajarito mountain,nm,0,0,
Operating,Mother,Double,1200,1184,3592,500,Bottom,7.2,pajarito mountain,nm,0,0,
Operating,Spruce,Double,1200,909,3136,500,Bottom,6.3,pajarito mountain,nm,0,0,
Operating,King Con Express,High Speed Six,3400,1216,4438,1000,Top,4.4,park city,ut,0,1,97
Operating,Tombstone Express,High Speed Six,3200,1734,6566,1000,Top,6.6,park city,ut,0,1,97
Operating,Cabriolet,Cabriolet 8,3000,193,2705,800,Bottom,3.4,park city,ut,0,1,97
Operating,Bonanza Express,High Speed Six,3000,1122,5318,1000,Top,5.3,park city,ut,0,1,97
Operating,Payday Express,High Speed Six,3000,1278,5726,1000,Top,5.7,park city,ut,0,1,97
Operating,Silverlode Express,High Speed Six,3000,1322,5370,984,Top,5.5,park city,ut,0,1,97
Operating,Red Pine Gondola,Gondola 8,2800,1119,6679,1000,Top,6.7,park city,ut,0,1,97
Operating,Saddleback Express,High Speed Quad,2800,1121,4269,1000,Bottom,4.3,park city,ut,0,1,97
Operating,Sun Peak Express,High Speed Quad,2800,1087,3729,1000,Top,3.7,park city,ut,0,1,97
Operating,Super Condor Express,High Speed Quad,2650,1798,6910,1070,Top,6.5,park city,ut,0,1,97
Operating,Crescent Express,High Speed Quad,2400,1743,7200,1000,Top,7.2,park city,ut,0,1,97
Operating,First Time Express,High Speed Quad,2400,276,1823,1000,Top,1.8,park city,ut,0,1,97
Operating,Iron Mountain Express,High Speed Quad,2400,1484,5181,1000,Top,5.2,park city,ut,0,1,97
Operating,Ninety Nine 90 Express,High Speed Quad,2400,1563,6680,1070,Bottom,6.2,park city,ut,0,1,97
Operating,Orange Bubble Express,High Speed Quad,2400,1523,8709,1000,Top,8.7,park city,ut,0,1,97
Operating,McConkey's Express,High Speed Six,2400,1172,5260,1000,Top,5.3,park city,ut,0,1,97
Operating,Timberline,Quad,2400,360,2229,450,Bottom,5,park city,ut,0,1,97
Operating,High Meadow Express,High Speed Quad,2000,278,1965,1000,Bottom,2,park city,ut,0,1,97
Operating,Motherlode Express,High Speed Quad,2000,,,,,,park city,ut,0,1,97
Operating,Dreamcatcher,Quad,1800,1533,4619,475,Top,9.7,park city,ut,0,1,97
Operating,Over and Out,Quad,1800,278,2412,450,Top,5.4,park city,ut,0,1,97
Operating,3 Kings,Triple,1800,439,2176,500,Top,4.4,park city,ut,0,1,97
Operating,Pioneer,Triple,1800,968,3720,500,Top,7.4,park city,ut,0,1,97
Operating,Town,Triple,1800,1232,6665,500,Top,13.3,park city,ut,0,1,97
Operating,Peak 5,Quad,1700,1038,2815,465,Bottom,6.1,park city,ut,0,1,97
Operating,Quicksilver Gondola,Gondola 8,1500,1686,7767,1000,Top,7.8,park city,ut,0,1,97
Operating,Flat Iron,Double,1200,4,1641,500,Bottom,3.3,park city,ut,0,1,97
Operating,Jupiter,Double,1200,1000,3315,500,Bottom,6.6,park city,ut,0,1,97
Operating,Thaynes,Double,1200,850,2800,500,Top,5.6,park city,ut,0,1,97
Operating,Eagle,Triple,1200,1155,2515,500,Top,5,park city,ut,0,1,97
Operating,Frostwood Gondola,Pulse Gondola 6,460,166,1963,800,Bottom,2.5,park city,ut,0,1,97
Operating,Sunrise,Double,1096,,,,Top,,park city,ut,0,1,97
Operating,Dreamscape,Quad,1961,,,,Bottom,,park city,ut,0,1,97
Operating,Day Break,Triple,1618,,,,Top,,park city,ut,0,1,97
Operating,Short Cut,Triple,1618,,,,Top,,park city,ut,0,1,97
Operating,Silverstar,Triple,1618,,,,Top,,park city,ut,0,1,97
Operating,Hurricane,Triple,1800,677,2888,450,Bottom,6.4,pats peak,nh,0,0,
Operating,Peak,Triple,1600,,,,Bottom,,pats peak,nh,0,0,
Operating,Cascade Basin,Triple,1500,,,,Bottom,,pats peak,nh,0,0,
Operating,Turbulence,Triple,1500,359,2097,425,Bottom,4.9,pats peak,nh,0,0,
Operating,Valley,Double,1200,329,2350,400,Bottom,5.9,pats peak,nh,0,0,
Operating,Vortex,Double,1150,,,,Bottom,,pats peak,nh,0,0,
Operating,Sunshine,Triple,1400,1145,3035,460,Bottom,6.6,pebble creek,id,0,0,
Operating,Skyline,Triple,1618,,,,Bottom,,pebble creek,id,0,0,
Operating,Aspen,Triple,1618,,,,Top,,pebble creek,id,0,0,
Operating,Chair 1,Triple,1800,310,2002,350,Bottom,5.7,peekn peak,ny,0,0,
Operating,Chair 2,Triple,1800,310,2002,350,Bottom,5.7,peekn peak,ny,0,0,
Operating,Chair 3,Triple,1800,292,1990,350,Bottom,5.7,peekn peak,ny,0,0,
Operating,Chair 6,Triple,1800,341,1950,400,Bottom,4.9,peekn peak,ny,0,0,
Operating,Chair 7,Triple,1800,341,1950,400,Bottom,4.9,peekn peak,ny,0,0,
Operating,Chair 8,Triple,1800,295,1475,400,Bottom,3.7,peekn peak,ny,0,0,
Operating,Chair 4,Double,1000,97,650,350,Bottom,1.9,peekn peak,ny,0,0,
Operating,Chair 5,Double,1000,63,480,350,Bottom,1.4,peekn peak,ny,0,0,
Operating,Golden Express,High Speed Quad,2400,836,4400,1000,Bottom,4.4,pico,vt,0,0,
Operating,Summit Express,High Speed Quad,2400,1565,6160,1000,Top,6.2,pico,vt,0,0,
Operating,Knomes Knoll,Triple,1800,348,1595,400,Bottom,4,pico,vt,0,0,
Operating,Little Pico,Triple,1779,635,2201,460,Bottom,4.8,pico,vt,0,0,
Operating,Outpost,Double,1200,509,1532,445,Bottom,3.4,pico,vt,0,0,
Operating,Bonanza,Double,1000,100,800,425,Bottom,1.9,pico,vt,0,0,
Operating,Chair 5,Triple,1800,264,2000,400,Bottom,5,pine knob,mi,0,0,
Operating,Chair 6,Triple,1800,264,2050,435,Bottom,4.7,pine knob,mi,0,0,
Operating,Chair 3,Triple,1700,255,1045,435,Bottom,2.4,pine knob,mi,0,0,
Operating,Chair 2,Triple,1500,260,1205,425,Bottom,2.8,pine knob,mi,0,0,
Operating,Chair 1,Triple,1200,135,820,350,Bottom,2.3,pine knob,mi,0,0,
Operating,Hematite,Double,1200,310,1300,450,Top,2.9,pine mountain,mi,0,0,
Operating,Spruce,Double,1200,346,2850,450,Top,6.3,pine mountain,mi,0,0,
Operating,Panorama,Triple,1618,,,,Bottom,,pine mountain,mi,0,0,
Operating,Sunshine,Triple,1800,844,2668,480,Bottom,5.6,plattekill mountain,ny,0,0,
Operating,Northface Express,Double,1096,,,,Bottom,,plattekill mountain,ny,0,0,
Operating,Simple Triple,Triple,2000,,,,,,pleasant mountain,me,0,0,
Operating,Pine Quad,Quad,1800,,,,,,pleasant mountain,me,0,0,
Operating,Sunnyside Triple,Triple,1600,,,,,,pleasant mountain,me,0,0,
Operating,Rabbit Run Double,Double,1200,,,,,,pleasant mountain,me,0,0,
Operating,B Triple Chairlift,Triple,1800,948,4250,500,Bottom,8.5,pomerelle mountain,id,0,0,
Operating,E-Z Rider,Triple,1300,598,2921,450,Bottom,6.5,pomerelle mountain,id,0,0,
Operating,Hidden Lake Express,High Speed Quad,2400,1293,5763,1000,Top,5.8,powder mountain,ut,0,0,67
Operating,Sundown,Quad,2100,575,1955,450,Bottom,4.3,powder mountain,ut,0,0,67
Operating,Timberline,Triple,1800,780,3300,465,Top,7.1,powder mountain,ut,0,0,67
Operating,Paradise,Quad,1550,1616,5570,475,Top,11.7,powder mountain,ut,0,0,67
Operating,Mary's,Quad,1500,870,3965,450,Top,8.8,powder mountain,ut,0,0,67
Operating,Village,Quad,1500,582,3727,450,Top,8.3,powder mountain,ut,0,0,67
Operating,Powder Puff,Quad,2400,250,1615,425,Bottom,3.8,powder ridge,mn,0,0,
Operating,Zonker,Quad,2400,256,1414,375,Bottom,3.8,powder ridge,mn,0,0,
Operating,Middlefield,Triple,1500,,,,Bottom,,powder ridge,ct,0,0,
Operating,Mini Field,Double,1200,118,1070,465,Bottom,2.3,powder ridge,ct,0,0,
Operating,Gun Powder,Double,1200,220,1000,400,Bottom,2.5,powder ridge,mn,0,0,
Operating,Festival,Double,800,400,2600,,Bottom,,powder ridge,ct,0,0,
Operating,Flat Top Flyer,High Speed Quad,2400,1612,6128,1000,Top,6.1,powderhorn,co,0,0,
Operating,Easy Rider,Double,1200,211,1367,450,Top,3,powderhorn,co,0,0,
Operating,West End,Double,1020,1655,7000,520,Bottom,13.5,powderhorn,co,0,0,
Operating,1 Purgatory Village Express,High Speed Six,3000,1511,6309,1000,Top,6.3,purgatory,co,0,0,76
Operating,3 Hermosa Park Express,High Speed Quad,2400,1173,5875,1000,Top,5.9,purgatory,co,0,0,76
Operating,8 Legends Express,High Speed Quad,2200,1484,4985,1000,Top,5,purgatory,co,0,0,76
Operating,6 Needles,Triple,1800,1482,5798,475,Top,12.2,purgatory,co,0,0,76
Operating,7 Graduate,Triple,1800,154,1050,350,Bottom,3,purgatory,co,0,0,76
Operating,4 Twilight,Double,1400,965,4842,500,Top,9.7,purgatory,co,0,0,76
Operating,9 Columbine,Triple,1300,76,545,250,Bottom,2.2,purgatory,co,0,0,76
Operating,5 Grizzly,Double,1200,1234,5686,500,Top,11.4,purgatory,co,0,0,76
Operating,2 Engineer,Double,950,683,4106,450,Top,9.1,purgatory,co,0,0,76
Operating,Spear Mountain Express,High Speed Quad,1800,1000,4215,1000,Bottom,4.2,ragged mountain,nh,0,0,
Operating,Summit Six Express,High Speed Six,1800,1085,4557,1000,Bottom,4.6,ragged mountain,nh,0,0,
Operating,Barnyard,Triple,1200,,,,Bottom,,ragged mountain,nh,0,0,
Operating,Cole Creek,High Speed Quad,2400,1443,4068,1000,Bottom,4.1,red lodge mountain,mt,0,0,45
Operating,Palisades,High Speed Quad,2400,1027,3588,1000,Top,3.6,red lodge mountain,mt,0,0,45
Operating,Triple Chair,Triple,1750,1119,5075,500,Bottom,10.2,red lodge mountain,mt,0,0,45
Operating,Miami Beach,Double,1200,470,2217,400,Top,5.5,red lodge mountain,mt,0,0,45
Operating,Grizzly Peak,Double,1190,1058,3292,450,Bottom,7.3,red lodge mountain,mt,0,0,45
Operating,Willow Creek,Double,1096,770,3100,,Top,8,red lodge mountain,mt,0,0,45
Operating,Gold,Triple,1800,150,850,300,Top,2.8,red river,nm,0,0,
Operating,Platinum,Triple,1800,1514,5590,500,Top,11.2,red river,nm,0,0,
Operating,Silver,Triple,1800,494,1410,450,Top,3.1,red river,nm,0,0,
Operating,Emerald,Quad,1712,285,1223,400,Top,3.1,red river,nm,0,0,
Operating,Copper,Double,1200,1515,5689,500,Top,11.4,red river,nm,0,0,
Operating,Minuteman,Quad,2400,456,2020,385,Bottom,5.2,roundtop,pa,0,1,
Operating,Exhibition,Quad,2020,445,1503,425,Bottom,3.5,roundtop,pa,0,1,
Operating,Drummer Boy,Quad,1800,228,1228,300,Bottom,4.1,roundtop,pa,0,1,
Operating,Ramrod,Triple,1800,580,2180,450,Bottom,4.8,roundtop,pa,0,1,
Operating,Fife & Drum,Triple,1000,218,1096,400,Bottom,2.7,roundtop,pa,0,1,
Operating,Slope,Double,500,116,625,315,Bottom,2,royal mountain,ny,0,0,
Operating,Double,Double,1096,,,,Bottom,,royal mountain,ny,0,0,
Operating,Main,Double,1096,,,,Bottom,,royal mountain,ny,0,0,
Operating,Rangeley,High Speed Quad,2400,1176,4569,1000,Bottom,4.6,saddleback,me,0,0,
Operating,Sandy,Quad,1600,227,1397,400,Bottom,3.5,saddleback,me,0,0,
Operating,Kennebago,Quad,1475,960,2709,450,Bottom,6,saddleback,me,0,0,
Operating,South Branch,Quad,1050,346,2760,400,Bottom,6.9,saddleback,me,0,0,
Operating,Chair 4,Double,1200,286,1390,500,Bottom,2.8,sandia peak,nm,0,0,47
Operating,Chair 3,Double,1100,1578,7200,500,Top,14.4,sandia peak,nm,0,0,47
Operating,Chair 2,Double,800,860,4016,500,Top,8,sandia peak,nm,0,0,47
Operating,Tram,Tram 50,300,3780,14338,,Bottom,15,sandia peak,nm,0,0,47
Operating,Great Escape,High Speed Quad,2800,1679,4756,900,,5.3,schweitzer mountain resort,id,1,0,66
Operating,Stella,High Speed Six,2800,1550,5560,1000,Top,5.6,schweitzer mountain resort,id,1,0,66
Operating,Basin Express,High Speed Quad,2400,1063,3549,1000,Top,3.7,schweitzer mountain resort,id,1,0,66
Operating,Cedar Park Express,High Speed Quad,2400,1447,5382,1000,Bottom,5.4,schweitzer mountain resort,id,1,0,66
Operating,Colburn,Triple,1800,1346,3935,500,Top,7.9,schweitzer mountain resort,id,1,0,66
